訓練資料來源         訓練資料筆數  驗證資料筆數 訓練次數 驗證時k值  lr  epoch word_ngrams 精確度平均 精確度標準差 召回率平均 召回率標準差
intro_steps            12672        1267       10        1     0.2    5         1       69.069%    1.036%    69.069%    1.036%
intro_steps            12672        1267       10        1     0.2   20         1       69.874%    1.190%    69.874%    1.190%
intro_steps            12672        1267       10        1     0.2   35         1       69.629%    1.539%    69.629%    1.539%
intro_steps            12672        1266       10        1     0.2   50         1       69.498%    1.278%    69.498%    1.278%
intro_steps            12672        1267       10        1     0.4    5         1       69.448%    1.457%    69.448%    1.457%
intro_steps            12672        1267       10        1     0.4   20         1       69.966%    1.466%    69.966%    1.466%
intro_steps            12672        1267       10        1     0.4   35         1       69.337%    0.933%    69.337%    0.933%
intro_steps            12672        1267       10        1     0.4   50         1       69.361%    0.967%    69.361%    0.967%
intro_steps            12672        1267       10        1     0.6    5         1       69.166%    1.184%    69.166%    1.184%
intro_steps            12672        1267       10        1     0.6   20         1       70.021%    0.844%    70.021%    0.844%
intro_steps            12672        1267       10        1     0.6   35         1       69.085%    0.876%    69.085%    0.876%
intro_steps            12672        1266       10        1     0.6   50         1       69.251%    0.594%    69.251%    0.594%
