訓練資料來源         訓練資料筆數  驗證資料筆數 訓練次數 驗證時k值  lr  epoch word_ngrams 精確度平均 精確度標準差 召回率平均 召回率標準差
steps                  35352        3535       10        1     0.2    5         1       70.504%    0.565%    70.504%    0.565%
steps                  35352        3535       10        1     0.2   20         1       70.487%    0.793%    70.487%    0.793%
steps                  35352        3535       10        1     0.2   35         1       70.733%    0.310%    70.733%    0.310%
steps                  35352        3535       10        1     0.2   50         1       70.583%    0.724%    70.583%    0.724%
steps                  35352        3535       10        1     0.4    5         1       70.467%    0.940%    70.467%    0.940%
steps                  35352        3535       10        1     0.4   20         1       70.540%    0.641%    70.540%    0.641%
steps                  35352        3535       10        1     0.4   35         1       70.470%    0.838%    70.470%    0.838%
steps                  35352        3535       10        1     0.4   50         1       70.849%    0.644%    70.849%    0.644%
steps                  35352        3535       10        1     0.6    5         1       70.438%    0.376%    70.438%    0.376%
steps                  35352        3535       10        1     0.6   20         1       70.521%    0.707%    70.521%    0.707%
steps                  35352        3535       10        1     0.6   35         1       70.574%    0.600%    70.574%    0.600%
steps                  35352        3535       10        1     0.6   50         1       70.518%    0.703%    70.518%    0.703%
