訓練資料來源         訓練資料筆數  驗證資料筆數 訓練次數 驗證時k值  lr  epoch word_ngrams 精確度平均 精確度標準差 召回率平均 召回率標準差
name_steps             35352        3535       10        1     0.2    5         1       73.140%    0.705%    73.140%    0.705%
name_steps             35352        3535       10        1     0.2   20         1       73.270%    0.525%    73.270%    0.525%
name_steps             35352        3535       10        1     0.2   35         1       73.219%    0.519%    73.219%    0.519%
name_steps             35352        3535       10        1     0.2   50         1       73.338%    0.999%    73.338%    0.999%
name_steps             35352        3535       10        1     0.4    5         1       73.225%    0.756%    73.225%    0.756%
name_steps             35352        3535       10        1     0.4   20         1       73.576%    0.871%    73.576%    0.871%
name_steps             35352        3535       10        1     0.4   35         1       73.666%    0.650%    73.666%    0.650%
name_steps             35352        3535       10        1     0.4   50         1       73.078%    0.717%    73.078%    0.717%
name_steps             35352        3535       10        1     0.6    5         1       73.208%    0.795%    73.208%    0.795%
name_steps             35352        3535       10        1     0.6   20         1       73.315%    0.712%    73.315%    0.712%
name_steps             35352        3535       10        1     0.6   35         1       73.717%    0.838%    73.717%    0.838%
name_steps             35352        3535       10        1     0.6   50         1       73.423%    0.708%    73.423%    0.708%
